Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,year,Amount in Millions
Turtlemint,2015.0,Mumbai,Technology,Turtlemint has built Indian personalized insurance platform,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah","Nexus Venture Partners, Dream Incubator",30000000.0,Series,2020,30.0
Arata,2017.0,New Delhi,E-Commerce & Retail,Arata is an e-commerce site for beauty products and cosmetics.,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,1000000.0,Series,2020,1.0
MPL,2018.0,Bangalore,Technology,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",5000000.0,Series,2020,5.0
True Balance,2014.0,Gurugram,Technology,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Cheolwon Lee, Jay Yi, Martin Lee","IBK Capital, SB Partners",28000000.0,Series,2020,28.0
Thrive,2020.0,Mumbai,Technology,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.","Dhruv Dewan, Krishi Fagwani","Whiteboard Capital, Ahimsa Capital",3000000.0,Series,2020,3.0
Kitchens Centre,2019.0,New Delhi,Technology,Kitchens Centre offers turnkey solutions to cloud kitchens.,Lakshay Jain,"Jonathan Swanson, Ankush Gera",3000000.0,Series,2020,3.0
Prescribe,2019.0,Chennai,Technology,Provide online services to patients by leveraging WhatsApp.,Nived Narayanan,Titan Capital,100000.0,Series,2020,0.1
Nepra,2006.0,Ahmedabad,Technology,NEPRA Resource Management provides waste management solutions in India.,Sandeep Patel,"Asha Impact, Aavishkaar Venture Capital",18000000.0,Series,2020,18.0
inFeedo,2013.0,Gurugram,Technology,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.",Tanmaya Jain,"Peyush Bansal, Ritesh Malik",3200000.0,Series,2020,3.2
Shilpa Sciences,2014.0,Bangalore,Technology,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,Ashwin Lal,AngelList India,3000000.0,Series,2020,3.0
Arzooo,2016.0,Bangalore,Technology,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product","Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",3000000.0,Series,2020,3.0
MindTickle,2011.0,Pune,Technology,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,"Deepak Diwakar, Krishna Depura, Mohit Garg, Nishant Mungali","Canaan Partners, NewView Capital",100000000.0,Debt,2020,100.0
Slice,2016.0,Bangalore,Technology,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy",5000000.0,Debt,2020,5.0
Rapawalk,2017.0,Bangalore,E-Commerce & Retail,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,"Kashif Mohammad, Aravind Maddireddy","Sanjay Ramakrishnan, Ravi Garikipati",300000.0,Seed,2020,0.3
Oga Fit's,2017.0,Bangalore,Technology,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Ashish Rawat,9Unicorns,3000000.0,Series,2020,3.0
LAVAL,2016.0,Bangalore,HealthCare,"Laval Cosmetics, affordable makeup for all ages","Shrishti, Prithika",Jazal Group,3000000.0,Series,2020,3.0
Stride Ventures,2019.0,New Delhi,Technology,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,Ishpreet Gandhi,Small Industries Development Bank of India,80000000.0,Series,2020,80.0
BlackSoil,2016.0,Mumbai,Technology,Blacksoil Advisory is an independent boutique advisory firm.,Ankur Bansal,Venture Catalysts,10000000.0,Series,2020,10.0
Biocon,1978.0,Bangalore,Technology,"Biocon is a healthcare and technology, company focused on biotechnology.",Kiran Mazumdar-Shaw,Goldman Sachs,15000000.0,Series,2020,15.0
Clientjoy,2013.0,Gujarat,Technology,Client Management Software For Modern Agencies.,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah","LetsVenture, Jyotsna Bapat",800000.0,Series,2020,0.8
Xpressbees,2015.0,Pune,E-Commerce & Retail,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,"Amitava Saha, Supam Maheshwari","Alibaba Group, InnoVen Capital",100000000.0,Series,2020,100.0
GalaxyCard,2017.0,Gurugram,Technology,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,"Amit Kumar, Gunjeet Singh",India Accelerator,3000000.0,Seed,2020,3.0
Wellness Forever,2008.0,Mumbai,Technology,Wellness Forever is the one-stop destination for wellness,"Ashraf Biran, Gulshan Bakhtiani, Mohan Chavan","Poonawalla, Allana Group",100000000.0,Series,2020,100.0
MoooFarm,2019.0,Gurugram,Technology,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart",500000.0,Pre-seed,2020,0.5
BitClass,2020.0,Bangalore,Technology,BitClass is a PaaS solution which helps teachers set up their independent live classes,"Gunjan Kejriwal, Utsav Tiwary","AET Japan, Figure Eight Investments, Waterbridge Ventures",2000000.0,Seed,2020,2.0
Gonuts,2020.0,Mumbai,Technology,Personalised Video shoutouts from favourite celebrity.,"Vinamra Pandiya, Mayank Gupta, Joji George","Sweta Rau, Archana Priyadarshini",400000.0,Seed,2020,0.4
Uolo,2013.0,Bangalore,Technology,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,"Pallav Pandey, Ankur Pandey, Siddharth Singh","Rajul Garg, Purvi Capital",2000000.0,Seed,2020,2.0
Kirana King,2014.0,Jaipur,Technology,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",Anup Kumar,Rajasthan Venture Capital Fund,900000.0,Series,2020,0.9
Jade Forest,2016.0,New Delhi,"Food, Hospitality, Tourism & Travel","NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.","Punweet Singh, Shuchir Suri",Venture Catalysts,250000.0,Seed,2020,0.25
iKure,2010.0,Kolkata,Technology,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,Sujay Santra,"Ratan Tata, Inflection Point Ventures, Ankur Mittal",3000000.0,Series,2020,3.0
FrontRow,2016.0,Bangalore,Technology,"Comprehensive courses, taught by idols.","Mikhil Raj, Shubhadit Sharma, Ishaan Preet Singh","Lightspeed, Elevation, Deepika Padukone",3200000.0,Seed,2020,3.2
Reliance Retail,2006.0,Mumbai,E-Commerce & Retail,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,Mukesh Ambani,"Abu Dhabi Investment Authority, GIC",10000000.0,Series,2020,10.0
TUBBR,2019.0,Frisco Texas United States,"Fashion, Sports, Entertainment, Media & Arts",World's First Personal Social Network,"Saurabh Uttam, Ravi Singhal",Global Ascent Partners,3000000.0,Series,2020,3.0
Ather Energy,2013.0,Bangalore,Technology,Ather Energy is a manufacturer of electric scooters.,"Arun Vinayak, Swapnil Jain, Tarun Mehta",HeroMotoCorp Ltd and Sachin Bansal,35000000.0,Series,2020,35.0
Routematic,2007.0,Bangalore,Technology,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,"Sriram Kannan, Surajit Das","VAMM Ventures, Naresh Malhotra",2000000.0,Series,2020,2.0
LivFin,2017.0,New Delhi,Technology,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),Rakesh Malhotra,"DEG, KFW DEG",4700000.0,Series,2020,4.7
Universal Sportsbiz Pvt Ltd,2012.0,Bangalore,Technology,A fashion startup based in Bengaluru.,Anjana Reddy,"Accel, Alteria Capital",3000000.0,Series,2020,3.0
Lattu Kids,2017.0,Mumbai,Technology,Lattu kids is an edutainment platform for preschool kids.,Vivek Bhutyani,Mumbai Angels Network,3000000.0,Series,2020,3.0
Eggoz,2016.0,Indore,Technology,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.","Abhishek Negi, Aditya Singh, Pankaj Pandey, Uttam Kumar","AVANA Capital, Rebright Partners",1500000.0,Series,2020,1.5
Steradian Semiconductors,2016.0,Bangalore,Technology,Semiconductor company focused on CMOS millimeter wave products for Radar.,"Gireesh Rajendran, Ashish Lachhwani, Apu Sivadas, Rakesh Kumar and Alok Joshi",Endiya Partners.,3000000.0,Series,2020,3.0
CHARGE+ZONE,2018.0,Gujarat,Technology,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.","Kartikey Hariyani, Pavan Bakeri",Mumbai Angels,3000000.0,Series,2020,3.0
Stones2milestones,2008.0,Gurugram,Technology,Stones2milestones is India (Delhi) Based EdTech Company,"Kavish Gadia, Nikhil Saraf","Menterra Venture Advisors, Emandi Sankara Rao",2000000.0,Bridge,2020,2.0
Udacity,2011.0,California,Technology,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.","David Stavens, Mike Sokolsky, Sebastian Thrun","Hercules Capital, Inc.Bertelsmann",75000000.0,Debt,2020,75.0
AjnaLens,2014.0,Thane,Technology,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.","Abhijit Patil, Abhishek Tomar, Pankaj Raut","Mohsin Hani Al Bahrani, MoD",1000000.0,Bridge,2020,1.0
Gully Network,2019.0,Bangalore,E-Commerce & Retail,Gully Network is a tech-enabled network of mid-sized grocery stores.,"Ajay Nain, Prateek Chaturvedi","CP Ventures, Orios Venture Partners",1200000.0,Undisclosed,2020,1.2
TurboHire,2018.0,Hyderabad,Technology,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,"Abhishek Kabra, Aman Gour","Kia Ora Ventures, Pentathlon Ventures",1000000.0,Seed,2020,1.0
Traya,2016.0,Mumbai,Technology,work with our customers closely to get their hair health sorted for long-term effective results,"Altaf Saiyed, Saloni Anand","Kae Capital, Whiteboard Capital",3000000.0,Seed,2020,3.0
Charcoal Eats,2015.0,Mumbai,Technology,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.","Anurag Mehrotra, Krishnakant Thakur, Mohammed Bhol, Gautam Singh",Lokmat Investments,2000000.0,Series,2020,2.0
Mitron TV,2020.0,Bangalore,"Fashion, Sports, Entertainment, Media & Arts",Mitron is a free short videoplatform for next generation,"Shivank Agarwal, Anish Khandelwal",9Unicorns,3000000.0,Series,2020,3.0
Svami,2016.0,Mumbai,Technology,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,Sahil Jatana,"Niren Shah, Rukam Capital Trust",800000.0,Series,2020,0.8
Dhurnia,2018.0,Haryana,Technology,Developer of an online learning platform intended for various competitive exam preparations.,"Ajay Kumar, Murari Singh","Chandigarh Angels Network, Modulor Capital",100000.0,Series,2020,0.1
Expertrons,2019.0,Mumbai,Technology,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,Jatin Solanki,"Rohit Chanana, Sukanta Ganguly",3000000.0,Series,2020,3.0
Leena AI,2015.0,New York United States,Technology,Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,"Adit Jain, Anand Prajapati, Mayank Goyal","Alan Patricof, Jim Moffatt",8000000.0,Series,2020,8.0
Bizlog,2016.0,Bangalore,Transport & Logistics,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,"HS Srinivasan, Krishnan Rajan, E.V. Shunmugam",IAN Fund,1000000.0,Series,2020,1.0
Tamasha.live,2020.0,Mumbai,"Fashion, Sports, Entertainment, Media & Arts","Tamasha offers a platform for influencers to host live, video based, real money contests and games.","Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, FirstCheque",300000.0,Series,2020,0.3
Fedo,2017.0,Bangalore,Technology,Artificial Intelligence based Credit Score for Health,"Arun Mallavarapu, Prasanth Madavana",AIM Smart City,1000000.0,Series,2020,1.0
FabHotels,2015.0,Gurugram,Technology,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",1000000.0,Series,2020,1.0
Freshokartz,2016.0,Jaipur,Technology,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides","Chandrakanta, Rajendra Lora","Rajasthan Venture Capital Fund, Innovana Thinklabs",1000000.0,Series,2020,1.0
FlexiLoans,2016.0,Mumbai,Technology,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.","Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud,6000000.0,Debt,2020,6.0
Agrix,2020.0,Patna,Technology,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.","Nilay Pandey, Saurav Singh, Vivek Kumar",Maple Capital Advisors,3000000.0,Series,2020,3.0
BharatAgri,2017.0,Pune,Technology,A Smart Farming Technology Platform for Indian Farmers,"Siddharth Dialani, Sai Gole","021 Capital, India Quotient",3000000.0,Series,2020,3.0
FreshtoHome,2015.0,Bangalore,E-Commerce & Retail,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,Shan Kadavil,"Ascent Capital, Iron Pillar",121000000.0,Series,2020,121.0
Credable,2017.0,Mumbai,Technology,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,Nirav Choksi,Oaks Asset Management,4500000.0,Series,2020,4.5
Railofy,2019.0,Mumbai,Transport & Logistics,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital",5000000.0,Seed,2020,5.0
Finova Capital,2016.0,Jaipur,Technology,Finova Capital is a non-banking financial company.,"Mohit Sahney, Sunita Sahney","Sequoia Capital India, Faering Capital",55000000.0,Series,2020,55.0
Teachmint,2020.0,Bangalore,Technology,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India,3500000.0,Seed,2020,3.5
Peel-Works,2010.0,Mumbai,E-Commerce & Retail,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,"Sachin Chhabra, Nidhi Ramachandran","CESC Ventures, Brun Raschle",3000000.0,Series,2020,3.0
Janani,2020.0,Bangalore,Technology,Janani aims to make the process of infertility treatment and assisted fertilisation easier,Nilay Mehrotra,9Unicorns,200000.0,Pre-seed,2020,0.2
Credgenics,2018.0,Gurugram,Technology,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Anand Agrawal, Mayank Khera, Rishabh Goel","Accel, Sunder Nookala",3300000.0,Seed,2020,3.3
Finelistings,2015.0,New Delhi,Technology,A Used Luxury Car Marketplace,Aneesh Mathur,Justdial,3000000.0,Series,2020,3.0
Wellversed,2018.0,New Delhi,Technology,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,"Aanan Khurma, Aditya Seth, Ripunjay Chachan","KLUB Works, Shankar Narayanan",3000000.0,Series,2020,3.0
Jumbotail,2015.0,Bangalore,E-Commerce & Retail,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs),11000000.0,Series,2020,11.0
